a_cpse,a_code,a_desc,b_cpse,b_code,b_desc,sim,reason
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",NTPC,EGW000017,"Hex Nut, M14, H.D.G., DIN 934",0.8185,veto:thread
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",NTPC,EGW000019,"Flat Washer, DIN 125, M16, Zinc Pltd",0.4479,"veto:std,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",NTPC,EGW000018,"Hex Nut, DIN 934, M20, H.D.G., Gr.8",0.7736,veto:thread
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",NTPC,EGW000011,"Hex Bolt, Gr.8.8, H.D.G., M24 x 96 mm",0.6525,"veto:grade,thread,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",NTPC,EGW000006,"Hex Bolt, DIN 933, M10 x 30 mm, Gr.A4-70, Plain Finish",0.7909,"veto:std,thread,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",NTPC,EGW000009,"Hex Bolt, H.D.G., DIN 933, M14 x 56 mm",0.7568,"veto:std,thread,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",NTPC,EGW000007,"Hex Bolt, Gr.A4-70, M12 x 50 mm, DIN 931, Plain Finimh",0.7599,"veto:std,thread,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",NTPC,EGW000008,"Hex Bolt, Gr.A4-70, Plain Finish, M12 x 50 mm",0.7015,"veto:thread,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",NTPC,EGW000003,"Hex Bolt, IS 1364, M12 x 45 mm, Gr.8.8, Zinc Pltd",0.6499,"veto:grade,std,thread,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",NTPC,EGW000013,"Hex Nut, Gr.A2-70, Plain Finish, DIN 934, M10",0.9301,veto:thread
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",NTPC,EGW000010,"Hex Bolt, DIN 933, Gr.8.8, H.D.G., M18 x 72 mm",0.7414,"veto:grade,std,thread,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100021,HEX BOLT / DIN-933 / 10.9 GR / M10x40MM,0.8062,"veto:grade,std,thread,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100035,HEX BOLT / PLAIN / M10x30MM,0.6724,"veto:thread,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100042,HEX BOLT / M18x72MM / GALVANIZED / DIN-933 / 8.8 GR,0.7387,"veto:grade,std,thread,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100070,HEX NUT / PLAIN / DIN-934 / M10 / A470,0.9055,veto:thread
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100077,HEX NUT / M12 / DIN-934 / GALVANIZED / 8 GR,0.803,veto:thread
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100084,HEX NUT / 8 GR / DIN-934 / GALVANIZED / M12,0.8318,veto:thread
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100098,HEX NUT / DIN-934 / GALVANIZED / M18 / 8 GR,0.8242,veto:thread
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100091,HEX NUT / GALVANIZED / M14 / 8 GR / DIN-934,0.8182,veto:thread
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100028,HEX BOLT / DIN-933 / M20x80MM / BLACK / 8.8 GR,0.773,"veto:grade,std,thread,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100105,HEX NUT / 8 GR / DIN-934 / GALVANIZED / M20,0.8194,veto:thread
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100154,SOCKET HEAD CAP SCREW / M10x30MM / ZP / DIN-912 / 12.9 GR,0.4655,"veto:grade,std,thread,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100007,HEX BOLT / 8.8 GR / BLACK / DIN-931,0.7845,"veto:grade,std,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100063,HEX NUT / PLAIN / M10 / DIN-934 / A270,0.9165,veto:thread
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100049,HEX BOLT / DIN-933 / 8.8 GR / GALVANIZED / M24x96MM,0.7425,"veto:grade,std,thread,type"
CPCL,MAT100013,"HEX NUT DIN 934, 8, M16",SAIL,S100161,SOCKET HEAD CAP SCREW / ZP / 12.9 GR / M10x35MM / DIN-912,0.4591,"veto:grade,std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100030,"SOCKET HEAD CAP SCREW ZN, 12.9, M10x30, DIN 912",0.4022,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100024,"FLAT WASHER M14, ZN, DIN 125",0.8258,veto:thread
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100022,FLAT WASHER M12,0.8128,veto:thread
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100012,"HEX BOLT M24x96, DIN 933, HDG",0.5351,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100010,"HEX BOLT HDG, M14x56, 8.8",0.4405,"veto:thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100007,"HEX BOLT DIN 933, M10x30, A2-70, PLN",0.5818,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100009,"HEX BOLT M12x50, DIN 931, PLN",0.5911,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100011,"HEX BOLT M18x72, 8.8, HDG, DIN 933",0.5662,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100008,"HEX BOLT M10x30, DIN 933, A4-70, PLN",0.6067,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100021,"FLAT WASHER ZN, M10, DIN 125",0.7852,veto:thread
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100014,"HEX NUT PLN, DIN 934, A2-70, M10",0.5355,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100023,"FLAT WASHER M14, ZN, DIN 125",0.8258,veto:thread
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100016,"HEX NUT DIN 934, M12, HDG",0.4628,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100017,"HEX NUT M14, DIN 934, 8, HDG",0.4841,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100019,"HEX NUT DIN 934, 8, HDG",0.4211,"veto:std,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",CPCL,MAT100001,"HEX BOLT DIN 931, 8.8, M16x60",0.5868,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",GAIL,GLM-HB-0001,HEX BOLT M20X80 GR 8.8 BLACK DIN 933,0.5227,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",GAIL,GLM-HN-0006,HEX NUT M16 ZINC DIN 934,0.4067,"veto:std,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00010,Hex Bolt – A4-70 – Plain – DIN 931 – M12 X 50,0.5516,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00013,Hex Nut – Zinc Plated – DIN 934 – 8 – M16,0.4641,"veto:std,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00006,Hex Bolt – Black Oxide – DIN 933 – 8.8 – M20 X 80,0.4718,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00015,Hex Nut – A2-70 – M10 – Plain – DIN 934,0.5394,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00012,Hex Bolt – Hot Dip Galvanised – 8.8 – M14 X 56 – DIN 933,0.5561,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00031,Socket Screw – 12.9 – DIN 912 – Zinc Plated – M10 X 35,0.4039,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00004,Hex Bolt – M10 X 40 – DIN 933,0.5543,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00021,Flat Washer – DIN 125 – M10,0.9664,veto:thread
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00017,Hex Nut – Hot Dip Galvanised – 8 – DIN 934 – M14,0.5396,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00022,Flat Washer – M12 – DIN 125 – Zinc Plated,0.7437,veto:thread
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00009,Hex Bolt – M10 X 30 – Placn – A4-70,0.4256,"veto:thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00020,Flat Washer – DIN 125 – M10 – Zinc Plated,0.7325,veto:thread
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00027,Stua Bolt – B16 – Plain – M20 X 100,0.4113,"veto:thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00005,Hex Bolt – 8.8 – Hot Dip Galvanised – DIN 933 – M10 X 40,0.5728,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,0.5576,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00016,Hex Nut – Hot Dip Galvanised – M12 – 8 – DIN 934,0.5457,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00007,Hex Bolt – A2-70 – M10 X 30 – DIN 933 – Plain,0.5683,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00018,Hex Nut – Hot Dip Galvanised – 8 – M20 – DIN 934,0.4989,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",IOCL,RM-00001,Hex Bolt – M16 X 60 – 8.8 – DIN 931 – Black Oxide,0.4594,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000022,"Flat Washer, M14, DIN 125",0.9758,veto:thread
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000021,"Flat Washer, DIN 125, M12, Zinc Pltd",0.7701,veto:thread
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000029,"Socket Screw, DIN 912, Gr.12.9, M10 x 35 mm",0.4491,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000004,"Hex Bolt, M20 x 80 mm, Blk Oxide, Gr.8.8, DIN 933",0.4615,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000015,"Hex Nut, H.D.G., M12, Gr.8, DIN 934",0.41,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000020,"Flat Washer, Zinc Pltd, DIN 9021",0.7173,veto:std
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000024,"Flat Washer, M18, Zinc Pltd, DIN 125",0.818,veto:thread
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000023,"Flat Washer, M14, DIN 125, Zinc Pltd",0.7711,veto:thread
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000005,"Hex Bolt, DIN 933, M10 x 30 mm, Gr.A2-70",0.5601,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000017,"Hex Nut, M14, H.D.G., DIN 934",0.4642,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000018,"Hex Nut, DIN 934, M20, H.D.G., Gr.8",0.4478,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000012,"Hex Nut, M16, Zinc Pltd, DIN 934",0.4269,"veto:std,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000011,"Hex Bolt, Gr.8.8, H.D.G., M24 x 96 mm",0.4329,"veto:thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000006,"Hex Bolt, DIN 933, M10 x 30 mm, Gr.A4-70, Plain Finish",0.5836,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000009,"Hex Bolt, H.D.G., DIN 933, M14 x 56 mm",0.5253,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000007,"Hex Bolt, Gr.A4-70, M12 x 50 mm, DIN 931, Plain Finimh",0.5504,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000008,"Hex Bolt, Gr.A4-70, Plain Finish, M12 x 50 mm",0.4452,"veto:thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000013,"Hex Nut, Gr.A2-70, Plain Finish, DIN 934, M10",0.5296,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",NTPC,EGW000010,"Hex Bolt, DIN 933, Gr.8.8, H.D.G., M18 x 72 mm",0.5416,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100021,HEX BOLT / DIN-933 / 10.9 GR / M10x40MM,0.5638,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100035,HEX BOLT / PLAIN / M10x30MM,0.4309,"veto:thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100042,HEX BOLT / M18x72MM / GALVANIZED / DIN-933 / 8.8 GR,0.5351,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100070,HEX NUT / PLAIN / DIN-934 / M10 / A470,0.511,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100077,HEX NUT / M12 / DIN-934 / GALVANIZED / 8 GR,0.4705,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100084,HEX NUT / 8 GR / DIN-934 / GALVANIZED / M12,0.4923,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100098,HEX NUT / DIN-934 / GALVANIZED / M18 / 8 GR,0.4831,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100091,HEX NUT / GALVANIZED / M14 / 8 GR / DIN-934,0.5061,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100126,FLAT WASHER / ZP / DIN-125 / M14,0.818,veto:thread
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100028,HEX BOLT / DIN-933 / M20x80MM / BLACK / 8.8 GR,0.5037,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100056,HEX NUT / M16 / ZP / 8 GR / DIN-934,0.4752,"veto:std,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100133,FLAT WASHER / DIN-125 / M18 / ZP,0.7573,veto:thread
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100105,HEX NUT / 8 GR / DIN-934 / GALVANIZED / M20,0.487,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100007,HEX BOLT / 8.8 GR / BLACK / DIN-931,0.4993,"veto:std,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100063,HEX NUT / PLAIN / M10 / DIN-934 / A270,0.5313,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100049,HEX BOLT / DIN-933 / 8.8 GR / GALVANIZED / M24x96MM,0.5213,"veto:std,thread,type"
CPCL,MAT100020,"FLAT WASHER M16, DIN 125",SAIL,S100119,FLAT WASHER / M12 / ZP / DIN-125,0.8294,veto:thread
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100027,"STUD BOLT PLN, ASTM A193, M20x100, B16",0.9392,veto:grade
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100012,"HEX BOLT M24x96, DIN 933, HDG",0.4545,"veto:finish,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100002,"HEX BOLT BLK OX, M16x60, 10.9",0.4487,"veto:finish,grade,material,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100010,"HEX BOLT HDG, M14x56, 8.8",0.4522,"veto:finish,grade,material,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100004,"HEX BOLT IS 1364, 8.8, M12x45, ZN",0.5783,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100007,"HEX BOLT DIN 933, M10x30, A2-70, PLN",0.5863,"veto:material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100009,"HEX BOLT M12x50, DIN 931, PLN",0.5261,"veto:material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100015,"HEX NUT A4-70, PLb, M10",0.4706,veto:type
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100011,"HEX BOLT M18x72, 8.8, HDG, DIN 933",0.4881,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100003,"HEX BOLT ZN, 8.8, mS 1364, M12x40",0.5449,"veto:finish,grade,material,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100008,"HEX BOLT M10x30, DIN 933, A4-70, PLN",0.537,"veto:material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100014,"HEX NUT PLN, DIN 934, A2-70, M10",0.4503,"veto:material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100006,"HEX BOLT BLK OX, 8.8, M20x80",0.4338,"veto:finish,grade,material,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",CPCL,MAT100001,"HEX BOLT DIN 931, 8.8, M16x60",0.5733,"veto:grade,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",GAIL,GLM-HB-0001,HEX BOLT M20X80 GR 8.8 BLACK DIN 933,0.478,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",GAIL,GLM-HB-0013,HEX BOLT M12X45 8.8 ZN IS 1364,0.56,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00010,Hex Bolt – A4-70 – Plain – DIN 931 – M12 X 50,0.5153,"veto:material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00013,Hex Nut – Zinc Plated – DIN 934 – 8 – M16,0.4088,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00006,Hex Bolt – Black Oxide – DIN 933 – 8.8 – M20 X 80,0.429,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00015,Hex Nut – A2-70 – M10 – Plain – DIN 934,0.4452,"veto:material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00012,Hex Bolt – Hot Dip Galvanised – 8.8 – M14 X 56 – DIN 933,0.4195,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00003,Hex Bolt – IS:1364 – Zinc Plated – 8.8,0.5515,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00031,Socket Screw – 12.9 – DIN 912 – Zinc Plated – M10 X 35,0.4196,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00002,Hex Bolt – M12 X 40 – 8.8 – Zinc Plated,0.5415,"veto:finish,grade,material,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00004,Hex Bolt – M10 X 40 – DIN 933,0.4869,"veto:std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00009,Hex Bolt – M10 X 30 – Placn – A4-70,0.5607,veto:type
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00027,Stua Bolt – B16 – Plain – M20 X 100,0.5832,"veto:grade,material,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00005,Hex Bolt – 8.8 – Hot Dip Galvanised – DIN 933 – M10 X 40,0.4319,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00011,Hex Bolt – DIN 931 – M12 X 50 – A4-70 – Plain,0.5567,"veto:material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00008,Hex Bolt – Plain – A2-70,0.6257,"veto:material,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00007,Hex Bolt – A2-70 – M10 X 30 – DIN 933 – Plain,0.5619,"veto:material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",IOCL,RM-00001,Hex Bolt – M16 X 60 – 8.8 – DIN 931 – Black Oxide,0.4566,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000029,"Socket Screw, DIN 912, Gr.12.9, M10 x 35 mm",0.4234,"veto:grade,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000004,"Hex Bolt, M20 x 80 mm, Blk Oxide, Gr.8.8, DIN 933",0.4783,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000002,"Hex Bolt, IS 1364, M12 x 40 mm, Zinc Pltd",0.5633,"veto:finish,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000001,"Hex Bolt, Blk Oxide, Gr.8.8, M16 x 60 mm",0.4957,"veto:finish,grade,material,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000028,"Socket Screw, Zinc Pltd, Gr.12.9, M10 x 30 mm",0.4275,"veto:finish,grade,material,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000014,"Hex Nut, Gr.A4-70, M10, Plaid Finish",0.4409,veto:type
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000005,"Hex Bolt, DIN 933, M10 x 30 mm, Gr.A2-70",0.5394,"veto:std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000012,"Hex Nut, M16, Zinc Pltd, DIN 934",0.416,"veto:finish,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000011,"Hex Bolt, Gr.8.8, H.D.G., M24 x 96 mm",0.5059,"veto:finish,grade,material,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000006,"Hex Bolt, DIN 933, M10 x 30 mm, Gr.A4-70, Plain Finish",0.5478,"veto:material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000009,"Hex Bolt, H.D.G., DIN 933, M14 x 56 mm",0.4673,"veto:finish,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000007,"Hex Bolt, Gr.A4-70, M12 x 50 mm, DIN 931, Plain Finimh",0.514,"veto:material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000008,"Hex Bolt, Gr.A4-70, Plain Finish, M12 x 50 mm",0.5849,"veto:material,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000003,"Hex Bolt, IS 1364, M12 x 45 mm, Gr.8.8, Zinc Pltd",0.5856,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000013,"Hex Nut, Gr.A2-70, Plain Finish, DIN 934, M10",0.4608,"veto:material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",NTPC,EGW000010,"Hex Bolt, DIN 933, Gr.8.8, H.D.G., M18 x 72 mm",0.5047,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",SAIL,S100021,HEX BOLT / DIN-933 / 10.9 GR / M10x40MM,0.5479,"veto:grade,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",SAIL,S100035,HEX BOLT / PLAIN / M10x30MM,0.5854,"veto:material,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",SAIL,S100042,HEX BOLT / M18x72MM / GALVANIZED / DIN-933 / 8.8 GR,0.5011,"veto:grade,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",SAIL,S100147,STUD BOLT / PLAIN / M16x80MM / B7,0.8538,veto:material
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",SAIL,S100070,HEX NUT / PLAIN / DIN-934 / M10 / A470,0.4257,"veto:material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",SAIL,S100140,STUD BOLT / M20x100MM / B7 / PLAIN,0.8419,veto:material
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",SAIL,S100028,HEX BOLT / DIN-933 / M20x80MM / BLACK / 8.8 GR,0.506,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",SAIL,S100056,HEX NUT / M16 / ZP / 8 GR / DIN-934,0.4476,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",SAIL,S100007,HEX BOLT / 8.8 GR / BLACK / DIN-931,0.5132,"veto:finish,grade,material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",SAIL,S100063,HEX NUT / PLAIN / M10 / DIN-934 / A270,0.427,"veto:material,std,type"
CPCL,MAT100029,"STUD BOLT B7, PLN, ASTM A193",SAIL,S100049,HEX BOLT / DIN-933 / 8.8 GR / GALVANIZED / M24x96MM,0.499,"veto:grade,std,type"
CPCL,MAT100018,HEX NUT 8,CPCL,MAT100012,"HEX BOLT M24x96, DIN 933, HDG",0.433,veto:type
CPCL,MAT100018,HEX NUT 8,CPCL,MAT100002,"HEX BOLT BLK OX, M16x60, 10.9",0.486,"veto:grade,type"
